Region,Brand,Category,YearMonth,ActualUnits,PredUnits
North America,HP,Desktop,2025-09-01,2.0,4.475625
North America,HP,Gaming Laptop,2025-06-01,3.0,3.105
North America,HP,Gaming Laptop,2025-08-01,3.0,2.955
North America,HP,Gaming Laptop,2025-09-01,3.0,3.0988750000000005
North America,HP,Gaming Laptop,2025-10-01,3.0,3.934333333333334
North America,HP,Laptop,2025-05-01,5.0,4.443958333333334
North America,HP,Laptop,2025-07-01,3.0,3.1225
North America,HP,Laptop,2025-08-01,3.0,3.4515
North America,HP,Laptop,2025-09-01,1.0,6.027511904761903
North America,Lenovo,All-in-One,2025-05-01,2.0,3.388541666666667
North America,Lenovo,All-in-One,2025-06-01,9.0,2.6495833333333336
North America,Lenovo,All-in-One,2025-07-01,6.0,2.4383333333333335
North America,Lenovo,All-in-One,2025-08-01,2.0,3.27375
North America,Lenovo,All-in-One,2025-09-01,3.0,3.3475
North America,Lenovo,All-in-One,2025-10-01,4.0,2.709333333333333
North America,Lenovo,Desktop,2025-05-01,3.0,3.803375
North America,Lenovo,Desktop,2025-06-01,4.0,3.882583333333333
North America,Lenovo,Desktop,2025-07-01,1.0,3.88
North America,Lenovo,Desktop,2025-08-01,4.0,1.8194166666666667
North America,Lenovo,Desktop,2025-09-01,2.0,3.067833333333333
North America,Lenovo,Desktop,2025-10-01,1.0,2.7381666666666673
North America,Lenovo,Gaming Laptop,2025-05-01,3.0,2.435083333333333
North America,Lenovo,Gaming Laptop,2025-06-01,3.0,4.280875
North America,Lenovo,Gaming Laptop,2025-08-01,3.0,3.0767202380952368
North America,Lenovo,Gaming Laptop,2025-09-01,2.0,2.399380952380952
North America,Lenovo,Gaming Laptop,2025-10-01,2.0,2.6030744047619043
North America,Lenovo,Laptop,2025-06-01,4.0,2.7910416666666666
North America,Lenovo,Laptop,2025-08-01,4.0,3.6966011904761915
North America,Lenovo,Laptop,2025-09-01,3.0,4.266499999999999
North America,Lenovo,Laptop,2025-10-01,3.0,2.8353749999999995
North America,MSI,All-in-One,2025-05-01,5.0,3.6367916666666655
North America,MSI,All-in-One,2025-06-01,1.0,3.5852916666666657
North America,MSI,All-in-One,2025-07-01,6.0,3.5853333333333337
North America,MSI,All-in-One,2025-09-01,2.0,2.956666666666666
North America,MSI,Desktop,2025-07-01,4.0,4.147410714285715
North America,MSI,Desktop,2025-08-01,3.0,3.737083333333333
North America,MSI,Desktop,2025-09-01,8.0,4.183333333333334
North America,MSI,Gaming Laptop,2025-05-01,5.0,3.6263750000000003
North America,MSI,Gaming Laptop,2025-08-01,2.0,4.1225
North America,MSI,Gaming Laptop,2025-09-01,1.0,4.14125
North America,MSI,Gaming Laptop,2025-10-01,5.0,3.587625
North America,MSI,Laptop,2025-05-01,3.0,3.3475
North America,MSI,Laptop,2025-07-01,4.0,3.7254166666666664
North America,MSI,Laptop,2025-09-01,6.0,3.3655
North America,MSI,Laptop,2025-10-01,5.0,3.42
North America,Microsoft,All-in-One,2025-07-01,9.0,2.407904761904762
North America,Microsoft,All-in-One,2025-08-01,2.0,2.1704166666666667
North America,Microsoft,All-in-One,2025-09-01,2.0,3.319375
North America,Microsoft,Desktop,2025-05-01,3.0,3.5575
North America,Microsoft,Desktop,2025-06-01,1.0,3.3392916666666665
North America,Microsoft,Desktop,2025-07-01,2.0,3.08
North America,Microsoft,Desktop,2025-08-01,4.0,3.3683750000000003
North America,Microsoft,Desktop,2025-10-01,3.0,3.2601855158730166
North America,Microsoft,Gaming Laptop,2025-05-01,3.0,3.1975
North America,Microsoft,Gaming Laptop,2025-06-01,2.0,2.4425
North America,Microsoft,Gaming Laptop,2025-07-01,1.0,3.230833333333334
North America,Microsoft,Gaming Laptop,2025-08-01,3.0,3.9721666666666664
North America,Microsoft,Gaming Laptop,2025-09-01,1.0,2.9323333333333337
North America,Microsoft,Gaming Laptop,2025-10-01,7.0,3.722375
North America,Microsoft,Laptop,2025-05-01,3.0,2.2558333333333334
North America,Microsoft,Laptop,2025-06-01,6.0,3.3639166666666664
North America,Microsoft,Laptop,2025-07-01,10.0,2.6766666666666667
North America,Microsoft,Laptop,2025-08-01,6.0,3.5775
North America,Microsoft,Laptop,2025-09-01,1.0,3.437
North America,Razer,All-in-One,2025-05-01,3.0,2.741511904761905
North America,Razer,All-in-One,2025-06-01,6.0,3.487761904761905
North America,Razer,All-in-One,2025-08-01,2.0,3.5639999999999996
North America,Razer,All-in-One,2025-09-01,5.0,3.0525
North America,Razer,All-in-One,2025-10-01,1.0,3.29625
North America,Razer,Desktop,2025-05-01,3.0,3.0233749999999997
North America,Razer,Desktop,2025-06-01,1.0,2.5581666666666667
North America,Razer,Desktop,2025-07-01,2.0,3.445464285714286
North America,Razer,Desktop,2025-08-01,2.0,2.097083333333333
North America,Razer,Desktop,2025-09-01,2.0,3.299625
North America,Razer,Desktop,2025-10-01,3.0,3.253333333333333
North America,Razer,Gaming Laptop,2025-06-01,8.0,2.6975
North America,Razer,Gaming Laptop,2025-07-01,3.0,2.5475
North America,Razer,Gaming Laptop,2025-08-01,3.0,3.265
North America,Razer,Gaming Laptop,2025-09-01,2.0,2.3994999999999997
North America,Razer,Laptop,2025-05-01,4.0,2.7697619047619035
North America,Razer,Laptop,2025-06-01,3.0,3.883416666666667
North America,Razer,Laptop,2025-07-01,6.0,2.501875
North America,Razer,Laptop,2025-08-01,2.0,4.3741666666666665
North America,Razer,Laptop,2025-09-01,2.0,3.733333333333333
North America,Samsung,All-in-One,2025-05-01,2.0,8.284869047619049
North America,Samsung,All-in-One,2025-06-01,4.0,3.34
North America,Samsung,All-in-One,2025-08-01,4.0,3.6786666666666665
North America,Samsung,All-in-One,2025-10-01,2.0,4.297291666666667
North America,Samsung,Desktop,2025-05-01,6.0,2.5411666666666664
North America,Samsung,Desktop,2025-06-01,1.0,3.12125
North America,Samsung,Desktop,2025-07-01,7.0,3.4636666666666662
North America,Samsung,Desktop,2025-08-01,1.0,3.485625
North America,Samsung,Desktop,2025-09-01,4.0,3.5050178571428567
North America,Samsung,Desktop,2025-10-01,3.0,3.359125
North America,Samsung,Gaming Laptop,2025-08-01,2.0,2.476625
North America,Samsung,Gaming Laptop,2025-09-01,1.0,3.8625
North America,Samsung,Gaming Laptop,2025-10-01,3.0,3.5452083333333335
North America,Samsung,Laptop,2025-05-01,2.0,2.364583333333333
North America,Samsung,Laptop,2025-06-01,3.0,3.0925
North America,Samsung,Laptop,2025-07-01,1.0,3.038863636363636
North America,Samsung,Laptop,2025-09-01,1.0,3.2010833333333335
North America,Samsung,Laptop,2025-10-01,7.0,2.364583333333333
