Region,Brand,Category,YearMonth,ActualUnits,PredUnits
North America,Lenovo,Laptop,2025-06-01,4.0,3.6725
North America,Lenovo,Laptop,2025-08-01,4.0,4.4175
North America,Lenovo,Laptop,2025-09-01,3.0,3.9325
North America,Lenovo,Laptop,2025-10-01,3.0,3.38
North America,MSI,All-in-One,2025-05-01,5.0,3.08625
North America,MSI,All-in-One,2025-06-01,1.0,3.2975
North America,MSI,All-in-One,2025-07-01,6.0,3.503333333333334
North America,MSI,All-in-One,2025-09-01,2.0,3.3808333333333334
North America,MSI,Desktop,2025-07-01,4.0,3.31475
North America,MSI,Desktop,2025-08-01,3.0,3.783125
North America,MSI,Desktop,2025-09-01,8.0,4.265
North America,MSI,Gaming Laptop,2025-05-01,5.0,3.405
North America,MSI,Gaming Laptop,2025-08-01,2.0,3.22
North America,MSI,Gaming Laptop,2025-09-01,1.0,3.7725
North America,MSI,Gaming Laptop,2025-10-01,5.0,3.485
North America,MSI,Laptop,2025-05-01,3.0,3.3
North America,MSI,Laptop,2025-07-01,4.0,3.5716666666666663
North America,MSI,Laptop,2025-09-01,6.0,3.308779761904762
North America,MSI,Laptop,2025-10-01,5.0,3.113
North America,Microsoft,All-in-One,2025-07-01,9.0,2.916666666666666
North America,Microsoft,All-in-One,2025-08-01,2.0,2.455
North America,Microsoft,All-in-One,2025-09-01,2.0,2.99
North America,Microsoft,Desktop,2025-05-01,3.0,3.0675
North America,Microsoft,Desktop,2025-06-01,1.0,3.6551666666666667
North America,Microsoft,Desktop,2025-07-01,2.0,3.0625
North America,Microsoft,Desktop,2025-08-01,4.0,3.285
North America,Microsoft,Desktop,2025-10-01,3.0,3.4775
North America,Microsoft,Gaming Laptop,2025-05-01,3.0,3.1925
North America,Microsoft,Gaming Laptop,2025-06-01,2.0,3.126666666666667
North America,Microsoft,Gaming Laptop,2025-07-01,1.0,3.365
North America,Microsoft,Gaming Laptop,2025-08-01,3.0,3.9575
North America,Microsoft,Gaming Laptop,2025-09-01,1.0,3.3525
North America,Microsoft,Gaming Laptop,2025-10-01,7.0,2.8871249999999997
North America,Microsoft,Laptop,2025-05-01,3.0,2.9525
North America,Microsoft,Laptop,2025-06-01,6.0,3.07875
North America,Microsoft,Laptop,2025-07-01,10.0,3.025
North America,Microsoft,Laptop,2025-08-01,6.0,3.61
North America,Microsoft,Laptop,2025-09-01,1.0,3.6125
North America,Razer,All-in-One,2025-05-01,3.0,2.9925
North America,Razer,All-in-One,2025-06-01,6.0,3.1725
North America,Razer,All-in-One,2025-08-01,2.0,4.555
North America,Razer,All-in-One,2025-09-01,5.0,3.827083333333333
North America,Razer,All-in-One,2025-10-01,1.0,3.82
North America,Razer,Desktop,2025-05-01,3.0,3.226666666666666
North America,Razer,Desktop,2025-06-01,1.0,4.06875
North America,Razer,Desktop,2025-07-01,2.0,3.775
North America,Razer,Desktop,2025-08-01,2.0,2.5191666666666666
North America,Razer,Desktop,2025-09-01,2.0,3.367666666666666
North America,Razer,Desktop,2025-10-01,3.0,3.19625
North America,Razer,Gaming Laptop,2025-06-01,8.0,2.8025
North America,Razer,Gaming Laptop,2025-07-01,3.0,2.865
North America,Razer,Gaming Laptop,2025-08-01,3.0,3.575
North America,Razer,Gaming Laptop,2025-09-01,2.0,3.0725
North America,Razer,Laptop,2025-05-01,4.0,3.3025
North America,Razer,Laptop,2025-06-01,3.0,4.0175
North America,Razer,Laptop,2025-07-01,6.0,3.4625
North America,Razer,Laptop,2025-08-01,2.0,3.8075
North America,Razer,Laptop,2025-09-01,2.0,4.524583333333333
North America,Samsung,All-in-One,2025-05-01,2.0,7.765
North America,Samsung,All-in-One,2025-06-01,4.0,3.55
North America,Samsung,All-in-One,2025-08-01,4.0,3.575
North America,Samsung,All-in-One,2025-10-01,2.0,4.535
North America,Samsung,Desktop,2025-05-01,6.0,2.3375
North America,Samsung,Desktop,2025-06-01,1.0,3.255
North America,Samsung,Desktop,2025-07-01,7.0,3.995
North America,Samsung,Desktop,2025-08-01,1.0,3.635
North America,Samsung,Desktop,2025-09-01,4.0,3.745
North America,Samsung,Desktop,2025-10-01,3.0,3.3925
North America,Samsung,Gaming Laptop,2025-08-01,2.0,2.91
North America,Samsung,Gaming Laptop,2025-09-01,1.0,4.45
North America,Samsung,Gaming Laptop,2025-10-01,3.0,3.8
North America,Samsung,Laptop,2025-05-01,2.0,3.34
North America,Samsung,Laptop,2025-06-01,3.0,3.7225
North America,Samsung,Laptop,2025-07-01,1.0,3.4825
North America,Samsung,Laptop,2025-09-01,1.0,3.1125
North America,Samsung,Laptop,2025-10-01,7.0,3.07
