Region,Brand,Category,YearMonth,ActualUnits,PredUnits
North America,HP,Gaming Laptop,2025-09-01,3.0,2.170583333333332
North America,HP,Gaming Laptop,2025-10-01,3.0,5.285309523809522
North America,HP,Laptop,2025-05-01,5.0,2.65
North America,HP,Laptop,2025-07-01,3.0,4.011666666666667
North America,HP,Laptop,2025-08-01,3.0,2.760208333333333
North America,HP,Laptop,2025-09-01,1.0,3.7788124999999995
North America,Lenovo,All-in-One,2025-05-01,2.0,2.000833333333333
North America,Lenovo,All-in-One,2025-06-01,9.0,6.576083333333333
North America,Lenovo,All-in-One,2025-07-01,6.0,3.3575
North America,Lenovo,All-in-One,2025-08-01,2.0,3.4475
North America,Lenovo,All-in-One,2025-09-01,3.0,4.6225
North America,Lenovo,All-in-One,2025-10-01,4.0,3.685
North America,Lenovo,Desktop,2025-05-01,3.0,3.7564583333333332
North America,Lenovo,Desktop,2025-06-01,4.0,2.225
North America,Lenovo,Desktop,2025-07-01,1.0,3.384
North America,Lenovo,Desktop,2025-08-01,4.0,4.6584940476190475
North America,Lenovo,Desktop,2025-09-01,2.0,4.31625
North America,Lenovo,Desktop,2025-10-01,1.0,3.7493750000000006
North America,Lenovo,Gaming Laptop,2025-05-01,3.0,3.918458333333333
North America,Lenovo,Gaming Laptop,2025-06-01,3.0,3.7950833333333334
North America,Lenovo,Gaming Laptop,2025-08-01,3.0,3.3311855158730173
North America,Lenovo,Gaming Laptop,2025-09-01,2.0,4.664136904761906
North America,Lenovo,Gaming Laptop,2025-10-01,2.0,2.7989226190476177
North America,Lenovo,Laptop,2025-06-01,4.0,3.948392857142856
North America,Lenovo,Laptop,2025-08-01,4.0,3.5009583333333336
North America,Lenovo,Laptop,2025-09-01,3.0,4.5409999999999995
North America,Lenovo,Laptop,2025-10-01,3.0,3.55125
North America,MSI,All-in-One,2025-05-01,5.0,3.2736011904761906
North America,MSI,All-in-One,2025-06-01,1.0,3.501875
North America,MSI,All-in-One,2025-07-01,6.0,3.8864236111111112
North America,MSI,All-in-One,2025-09-01,2.0,3.682583333333333
North America,MSI,Desktop,2025-07-01,4.0,4.788732142857143
North America,MSI,Desktop,2025-08-01,3.0,3.474291666666667
North America,MSI,Desktop,2025-09-01,8.0,2.9279999999999995
North America,MSI,Gaming Laptop,2025-05-01,5.0,5.013999999999999
North America,MSI,Gaming Laptop,2025-08-01,2.0,3.19875
North America,MSI,Gaming Laptop,2025-09-01,1.0,3.8725
North America,MSI,Gaming Laptop,2025-10-01,5.0,3.923958333333333
North America,MSI,Laptop,2025-05-01,3.0,4.2
North America,MSI,Laptop,2025-07-01,4.0,2.59
North America,MSI,Laptop,2025-09-01,6.0,3.2875
North America,MSI,Laptop,2025-10-01,5.0,3.016666666666667
North America,Microsoft,All-in-One,2025-07-01,9.0,2.737800595238095
North America,Microsoft,All-in-One,2025-08-01,2.0,2.287
North America,Microsoft,All-in-One,2025-09-01,2.0,2.3266666666666667
North America,Microsoft,Desktop,2025-05-01,3.0,3.1983333333333333
North America,Microsoft,Desktop,2025-06-01,1.0,3.0927499999999997
North America,Microsoft,Desktop,2025-07-01,2.0,3.8391785714285707
North America,Microsoft,Desktop,2025-08-01,4.0,2.600238095238095
North America,Microsoft,Desktop,2025-10-01,3.0,1.7169047619047617
North America,Microsoft,Gaming Laptop,2025-05-01,3.0,3.438333333333334
North America,Microsoft,Gaming Laptop,2025-06-01,2.0,3.3775
North America,Microsoft,Gaming Laptop,2025-07-01,1.0,3.266666666666666
North America,Microsoft,Gaming Laptop,2025-08-01,3.0,2.781636904761905
North America,Microsoft,Gaming Laptop,2025-09-01,1.0,4.033166666666666
North America,Microsoft,Gaming Laptop,2025-10-01,7.0,3.420791666666667
North America,Microsoft,Laptop,2025-05-01,3.0,4.345
North America,Microsoft,Laptop,2025-06-01,6.0,3.319583333333333
North America,Microsoft,Laptop,2025-07-01,10.0,3.2075
North America,Microsoft,Laptop,2025-08-01,6.0,4.07
North America,Microsoft,Laptop,2025-09-01,1.0,4.96
North America,Razer,All-in-One,2025-05-01,3.0,4.27325
North America,Razer,All-in-One,2025-06-01,6.0,1.872391865079365
North America,Razer,All-in-One,2025-08-01,2.0,2.842833333333333
North America,Razer,All-in-One,2025-09-01,5.0,5.084874999999999
North America,Razer,All-in-One,2025-10-01,1.0,3.360440476190476
North America,Razer,Desktop,2025-05-01,3.0,3.0842738095238094
North America,Razer,Desktop,2025-06-01,1.0,4.081250000000001
North America,Razer,Desktop,2025-07-01,2.0,2.5359226190476187
North America,Razer,Desktop,2025-08-01,2.0,2.600238095238095
North America,Razer,Desktop,2025-09-01,2.0,7.363505952380954
North America,Razer,Desktop,2025-10-01,3.0,4.487351190476191
North America,Razer,Gaming Laptop,2025-06-01,8.0,2.9825
North America,Razer,Gaming Laptop,2025-07-01,3.0,2.64
North America,Razer,Gaming Laptop,2025-08-01,3.0,3.17
North America,Razer,Gaming Laptop,2025-09-01,2.0,4.947208333333333
North America,Razer,Laptop,2025-05-01,4.0,3.7320833333333336
North America,Razer,Laptop,2025-06-01,3.0,3.2820416666666663
North America,Razer,Laptop,2025-07-01,6.0,3.3341666666666665
North America,Razer,Laptop,2025-08-01,2.0,2.755
North America,Razer,Laptop,2025-09-01,2.0,3.6962559523809517
North America,Samsung,All-in-One,2025-05-01,2.0,8.74875
North America,Samsung,All-in-One,2025-06-01,4.0,2.54625
North America,Samsung,All-in-One,2025-08-01,4.0,3.795
North America,Samsung,All-in-One,2025-10-01,2.0,4.992875
North America,Samsung,Desktop,2025-05-01,6.0,2.964922619047619
North America,Samsung,Desktop,2025-06-01,1.0,3.551
North America,Samsung,Desktop,2025-07-01,7.0,2.6593333333333335
North America,Samsung,Desktop,2025-08-01,1.0,2.7675
North America,Samsung,Desktop,2025-09-01,4.0,3.3095
North America,Samsung,Desktop,2025-10-01,3.0,2.967916666666666
North America,Samsung,Gaming Laptop,2025-08-01,2.0,3.9139999999999997
North America,Samsung,Gaming Laptop,2025-09-01,1.0,3.686666666666667
North America,Samsung,Gaming Laptop,2025-10-01,3.0,2.5245238095238096
North America,Samsung,Laptop,2025-05-01,2.0,2.651303571428572
North America,Samsung,Laptop,2025-06-01,3.0,2.670791666666666
North America,Samsung,Laptop,2025-07-01,1.0,3.53428373015873
North America,Samsung,Laptop,2025-09-01,1.0,2.7768869047619047
North America,Samsung,Laptop,2025-10-01,7.0,3.198166666666667
